,date,qid,pageviews,date_object,wave
6,2024-01-07 00:00:00,Q553943,0,2024-01-07,
0,2024-01-01 00:00:00,Q6349042,0,2024-01-01,
1,2024-01-02 00:00:00,Q6349042,0,2024-01-02,
2,2024-01-03 00:00:00,Q6349042,0,2024-01-03,
3,2024-01-04 00:00:00,Q6349042,0,2024-01-04,
4,2024-01-05 00:00:00,Q6349042,0,2024-01-05,
5,2024-01-06 00:00:00,Q6349042,0,2024-01-06,
6,2024-01-07 00:00:00,Q6349042,0,2024-01-07,
0,2024-01-01 00:00:00,Q7421703,0,2024-01-01,
1,2024-01-02 00:00:00,Q7421703,0,2024-01-02,
2,2024-01-03 00:00:00,Q7421703,0,2024-01-03,
3,2024-01-04 00:00:00,Q7421703,0,2024-01-04,
4,2024-01-05 00:00:00,Q7421703,0,2024-01-05,
5,2024-01-06 00:00:00,Q7421703,0,2024-01-06,
6,2024-01-07 00:00:00,Q7421703,0,2024-01-07,
0,2024-01-01 00:00:00,Q3037079,0,2024-01-01,
1,2024-01-02 00:00:00,Q3037079,0,2024-01-02,
2,2024-01-03 00:00:00,Q3037079,0,2024-01-03,
3,2024-01-04 00:00:00,Q3037079,0,2024-01-04,
4,2024-01-05 00:00:00,Q3037079,0,2024-01-05,
5,2024-01-06 00:00:00,Q3037079,0,2024-01-06,
6,2024-01-07 00:00:00,Q3037079,0,2024-01-07,
0,2024-01-01 00:00:00,Q50020,310,2024-01-01,
1,2024-01-02 00:00:00,Q50020,352,2024-01-02,
2,2024-01-03 00:00:00,Q50020,331,2024-01-03,
3,2024-01-04 00:00:00,Q50020,377,2024-01-04,
4,2024-01-05 00:00:00,Q50020,342,2024-01-05,
5,2024-01-06 00:00:00,Q50020,288,2024-01-06,
6,2024-01-07 00:00:00,Q50020,326,2024-01-07,
0,2024-01-01 00:00:00,Q233502,1203,2024-01-01,Third-wave
1,2024-01-02 00:00:00,Q233502,897,2024-01-02,Third-wave
2,2024-01-03 00:00:00,Q233502,894,2024-01-03,Third-wave
3,2024-01-04 00:00:00,Q233502,807,2024-01-04,Third-wave
4,2024-01-05 00:00:00,Q233502,1042,2024-01-05,Third-wave
5,2024-01-06 00:00:00,Q233502,1069,2024-01-06,Third-wave
6,2024-01-07 00:00:00,Q233502,1099,2024-01-07,Third-wave
0,2024-01-01 00:00:00,Q85102,0,2024-01-01,
1,2024-01-02 00:00:00,Q85102,0,2024-01-02,
2,2024-01-03 00:00:00,Q85102,0,2024-01-03,
3,2024-01-04 00:00:00,Q85102,0,2024-01-04,
4,2024-01-05 00:00:00,Q85102,0,2024-01-05,
5,2024-01-06 00:00:00,Q85102,0,2024-01-06,
6,2024-01-07 00:00:00,Q85102,0,2024-01-07,
0,2024-01-01 00:00:00,Q265270,0,2024-01-01,Second-wave
1,2024-01-02 00:00:00,Q265270,0,2024-01-02,Second-wave
2,2024-01-03 00:00:00,Q265270,0,2024-01-03,Second-wave
3,2024-01-04 00:00:00,Q265270,0,2024-01-04,Second-wave
4,2024-01-05 00:00:00,Q265270,0,2024-01-05,Second-wave
5,2024-01-06 00:00:00,Q265270,0,2024-01-06,Second-wave
6,2024-01-07 00:00:00,Q265270,0,2024-01-07,Second-wave
0,2024-01-01 00:00:00,Q544874,0,2024-01-01,
1,2024-01-02 00:00:00,Q544874,0,2024-01-02,
2,2024-01-03 00:00:00,Q544874,0,2024-01-03,
3,2024-01-04 00:00:00,Q544874,0,2024-01-04,
4,2024-01-05 00:00:00,Q544874,0,2024-01-05,
5,2024-01-06 00:00:00,Q544874,0,2024-01-06,
6,2024-01-07 00:00:00,Q544874,0,2024-01-07,
0,2024-01-01 00:00:00,Q168269,0,2024-01-01,
1,2024-01-02 00:00:00,Q168269,0,2024-01-02,
2,2024-01-03 00:00:00,Q168269,0,2024-01-03,
3,2024-01-04 00:00:00,Q168269,0,2024-01-04,
4,2024-01-05 00:00:00,Q168269,0,2024-01-05,
5,2024-01-06 00:00:00,Q168269,0,2024-01-06,
6,2024-01-07 00:00:00,Q168269,0,2024-01-07,
0,2024-01-01 00:00:00,Q434376,0,2024-01-01,
1,2024-01-02 00:00:00,Q434376,0,2024-01-02,
2,2024-01-03 00:00:00,Q434376,0,2024-01-03,
3,2024-01-04 00:00:00,Q434376,0,2024-01-04,
4,2024-01-05 00:00:00,Q434376,0,2024-01-05,
5,2024-01-06 00:00:00,Q434376,0,2024-01-06,
6,2024-01-07 00:00:00,Q434376,0,2024-01-07,
0,2024-01-01 00:00:00,Q458559,0,2024-01-01,
1,2024-01-02 00:00:00,Q458559,0,2024-01-02,
2,2024-01-03 00:00:00,Q458559,0,2024-01-03,
3,2024-01-04 00:00:00,Q458559,0,2024-01-04,
4,2024-01-05 00:00:00,Q458559,0,2024-01-05,
5,2024-01-06 00:00:00,Q458559,0,2024-01-06,
6,2024-01-07 00:00:00,Q458559,0,2024-01-07,
0,2024-01-01 00:00:00,Q4768511,0,2024-01-01,
1,2024-01-02 00:00:00,Q4768511,0,2024-01-02,
2,2024-01-03 00:00:00,Q4768511,0,2024-01-03,
3,2024-01-04 00:00:00,Q4768511,0,2024-01-04,
4,2024-01-05 00:00:00,Q4768511,0,2024-01-05,
5,2024-01-06 00:00:00,Q4768511,0,2024-01-06,
6,2024-01-07 00:00:00,Q4768511,0,2024-01-07,
0,2024-01-01 00:00:00,Q6376617,0,2024-01-01,
1,2024-01-02 00:00:00,Q6376617,0,2024-01-02,
2,2024-01-03 00:00:00,Q6376617,0,2024-01-03,
3,2024-01-04 00:00:00,Q6376617,0,2024-01-04,
4,2024-01-05 00:00:00,Q6376617,0,2024-01-05,
5,2024-01-06 00:00:00,Q6376617,0,2024-01-06,
6,2024-01-07 00:00:00,Q6376617,0,2024-01-07,
0,2024-01-01 00:00:00,Q4938592,0,2024-01-01,
1,2024-01-02 00:00:00,Q4938592,0,2024-01-02,
2,2024-01-03 00:00:00,Q4938592,0,2024-01-03,
3,2024-01-04 00:00:00,Q4938592,0,2024-01-04,
4,2024-01-05 00:00:00,Q4938592,0,2024-01-05,
5,2024-01-06 00:00:00,Q4938592,0,2024-01-06,
6,2024-01-07 00:00:00,Q4938592,0,2024-01-07,
0,2024-01-01 00:00:00,Q8248830,0,2024-01-01,
1,2024-01-02 00:00:00,Q8248830,0,2024-01-02,
2,2024-01-03 00:00:00,Q8248830,0,2024-01-03,
3,2024-01-04 00:00:00,Q8248830,0,2024-01-04,
4,2024-01-05 00:00:00,Q8248830,0,2024-01-05,
5,2024-01-06 00:00:00,Q8248830,0,2024-01-06,
6,2024-01-07 00:00:00,Q8248830,0,2024-01-07,
0,2024-01-01 00:00:00,Q62919,0,2024-01-01,Second-wave
1,2024-01-02 00:00:00,Q62919,0,2024-01-02,Second-wave
2,2024-01-03 00:00:00,Q62919,0,2024-01-03,Second-wave
3,2024-01-04 00:00:00,Q62919,0,2024-01-04,Second-wave
4,2024-01-05 00:00:00,Q62919,0,2024-01-05,Second-wave
5,2024-01-06 00:00:00,Q62919,0,2024-01-06,Second-wave
6,2024-01-07 00:00:00,Q62919,0,2024-01-07,Second-wave
0,2024-01-01 00:00:00,Q15490887,0,2024-01-01,
1,2024-01-02 00:00:00,Q15490887,0,2024-01-02,
2,2024-01-03 00:00:00,Q15490887,0,2024-01-03,
3,2024-01-04 00:00:00,Q15490887,0,2024-01-04,
4,2024-01-05 00:00:00,Q15490887,0,2024-01-05,
5,2024-01-06 00:00:00,Q15490887,0,2024-01-06,
6,2024-01-07 00:00:00,Q15490887,0,2024-01-07,
0,2024-01-01 00:00:00,Q349485,0,2024-01-01,
1,2024-01-02 00:00:00,Q349485,0,2024-01-02,
2,2024-01-03 00:00:00,Q349485,0,2024-01-03,
3,2024-01-04 00:00:00,Q349485,0,2024-01-04,
4,2024-01-05 00:00:00,Q349485,0,2024-01-05,
5,2024-01-06 00:00:00,Q349485,0,2024-01-06,
6,2024-01-07 00:00:00,Q349485,0,2024-01-07,
0,2024-01-01 00:00:00,Q3481223,0,2024-01-01,
1,2024-01-02 00:00:00,Q3481223,0,2024-01-02,
2,2024-01-03 00:00:00,Q3481223,0,2024-01-03,
3,2024-01-04 00:00:00,Q3481223,0,2024-01-04,
4,2024-01-05 00:00:00,Q3481223,0,2024-01-05,
5,2024-01-06 00:00:00,Q3481223,0,2024-01-06,
6,2024-01-07 00:00:00,Q3481223,0,2024-01-07,
0,2024-01-01 00:00:00,Q2836558,0,2024-01-01,
1,2024-01-02 00:00:00,Q2836558,0,2024-01-02,
2,2024-01-03 00:00:00,Q2836558,0,2024-01-03,
3,2024-01-04 00:00:00,Q2836558,0,2024-01-04,
4,2024-01-05 00:00:00,Q2836558,0,2024-01-05,
5,2024-01-06 00:00:00,Q2836558,0,2024-01-06,
6,2024-01-07 00:00:00,Q2836558,0,2024-01-07,
0,2024-01-01 00:00:00,Q6120151,0,2024-01-01,
1,2024-01-02 00:00:00,Q6120151,0,2024-01-02,
2,2024-01-03 00:00:00,Q6120151,0,2024-01-03,
3,2024-01-04 00:00:00,Q6120151,0,2024-01-04,
4,2024-01-05 00:00:00,Q6120151,0,2024-01-05,
5,2024-01-06 00:00:00,Q6120151,0,2024-01-06,
6,2024-01-07 00:00:00,Q6120151,0,2024-01-07,
0,2024-01-01 00:00:00,Q277757,0,2024-01-01,
1,2024-01-02 00:00:00,Q277757,0,2024-01-02,
2,2024-01-03 00:00:00,Q277757,0,2024-01-03,
3,2024-01-04 00:00:00,Q277757,0,2024-01-04,
4,2024-01-05 00:00:00,Q277757,0,2024-01-05,
5,2024-01-06 00:00:00,Q277757,0,2024-01-06,
6,2024-01-07 00:00:00,Q277757,0,2024-01-07,
0,2024-01-01 00:00:00,Q4896491,0,2024-01-01,
1,2024-01-02 00:00:00,Q4896491,0,2024-01-02,
2,2024-01-03 00:00:00,Q4896491,0,2024-01-03,
3,2024-01-04 00:00:00,Q4896491,0,2024-01-04,
4,2024-01-05 00:00:00,Q4896491,0,2024-01-05,
5,2024-01-06 00:00:00,Q4896491,0,2024-01-06,
6,2024-01-07 00:00:00,Q4896491,0,2024-01-07,
0,2024-01-01 00:00:00,Q7597658,0,2024-01-01,
1,2024-01-02 00:00:00,Q7597658,0,2024-01-02,
2,2024-01-03 00:00:00,Q7597658,0,2024-01-03,
3,2024-01-04 00:00:00,Q7597658,0,2024-01-04,
4,2024-01-05 00:00:00,Q7597658,0,2024-01-05,
5,2024-01-06 00:00:00,Q7597658,0,2024-01-06,
6,2024-01-07 00:00:00,Q7597658,0,2024-01-07,
0,2024-01-01 00:00:00,Q4794074,0,2024-01-01,
1,2024-01-02 00:00:00,Q4794074,0,2024-01-02,
2,2024-01-03 00:00:00,Q4794074,0,2024-01-03,
3,2024-01-04 00:00:00,Q4794074,0,2024-01-04,
4,2024-01-05 00:00:00,Q4794074,0,2024-01-05,
5,2024-01-06 00:00:00,Q4794074,0,2024-01-06,
6,2024-01-07 00:00:00,Q4794074,0,2024-01-07,
0,2024-01-01 00:00:00,Q215562,1392,2024-01-01,
1,2024-01-02 00:00:00,Q215562,1485,2024-01-02,
2,2024-01-03 00:00:00,Q215562,1600,2024-01-03,
3,2024-01-04 00:00:00,Q215562,1734,2024-01-04,
4,2024-01-05 00:00:00,Q215562,1746,2024-01-05,
5,2024-01-06 00:00:00,Q215562,1307,2024-01-06,
6,2024-01-07 00:00:00,Q215562,1385,2024-01-07,
0,2024-01-01 00:00:00,Q5092562,0,2024-01-01,
1,2024-01-02 00:00:00,Q5092562,0,2024-01-02,
2,2024-01-03 00:00:00,Q5092562,0,2024-01-03,
3,2024-01-04 00:00:00,Q5092562,0,2024-01-04,
4,2024-01-05 00:00:00,Q5092562,0,2024-01-05,
5,2024-01-06 00:00:00,Q5092562,0,2024-01-06,
6,2024-01-07 00:00:00,Q5092562,0,2024-01-07,
0,2024-01-01 00:00:00,Q6709424,0,2024-01-01,
1,2024-01-02 00:00:00,Q6709424,0,2024-01-02,
2,2024-01-03 00:00:00,Q6709424,0,2024-01-03,
3,2024-01-04 00:00:00,Q6709424,0,2024-01-04,
4,2024-01-05 00:00:00,Q6709424,0,2024-01-05,
5,2024-01-06 00:00:00,Q6709424,0,2024-01-06,
6,2024-01-07 00:00:00,Q6709424,0,2024-01-07,
0,2024-01-01 00:00:00,Q5365061,0,2024-01-01,Second-wave
1,2024-01-02 00:00:00,Q5365061,0,2024-01-02,Second-wave
2,2024-01-03 00:00:00,Q5365061,0,2024-01-03,Second-wave
3,2024-01-04 00:00:00,Q5365061,0,2024-01-04,Second-wave
4,2024-01-05 00:00:00,Q5365061,0,2024-01-05,Second-wave
5,2024-01-06 00:00:00,Q5365061,0,2024-01-06,Second-wave
6,2024-01-07 00:00:00,Q5365061,0,2024-01-07,Second-wave
0,2024-01-01 00:00:00,Q925862,0,2024-01-01,
1,2024-01-02 00:00:00,Q925862,0,2024-01-02,
2,2024-01-03 00:00:00,Q925862,0,2024-01-03,
3,2024-01-04 00:00:00,Q925862,0,2024-01-04,
4,2024-01-05 00:00:00,Q925862,0,2024-01-05,
5,2024-01-06 00:00:00,Q925862,0,2024-01-06,
6,2024-01-07 00:00:00,Q925862,0,2024-01-07,
0,2024-01-01 00:00:00,Q15497853,0,2024-01-01,
1,2024-01-02 00:00:00,Q15497853,0,2024-01-02,
2,2024-01-03 00:00:00,Q15497853,0,2024-01-03,
3,2024-01-04 00:00:00,Q15497853,0,2024-01-04,
4,2024-01-05 00:00:00,Q15497853,0,2024-01-05,
5,2024-01-06 00:00:00,Q15497853,0,2024-01-06,
6,2024-01-07 00:00:00,Q15497853,0,2024-01-07,
0,2024-01-01 00:00:00,Q7765045,0,2024-01-01,
1,2024-01-02 00:00:00,Q7765045,0,2024-01-02,
2,2024-01-03 00:00:00,Q7765045,0,2024-01-03,
3,2024-01-04 00:00:00,Q7765045,0,2024-01-04,
4,2024-01-05 00:00:00,Q7765045,0,2024-01-05,
5,2024-01-06 00:00:00,Q7765045,0,2024-01-06,
6,2024-01-07 00:00:00,Q7765045,0,2024-01-07,
0,2024-01-01 00:00:00,Q7279237,0,2024-01-01,
1,2024-01-02 00:00:00,Q7279237,0,2024-01-02,
2,2024-01-03 00:00:00,Q7279237,0,2024-01-03,
3,2024-01-04 00:00:00,Q7279237,0,2024-01-04,
4,2024-01-05 00:00:00,Q7279237,0,2024-01-05,
5,2024-01-06 00:00:00,Q7279237,0,2024-01-06,
6,2024-01-07 00:00:00,Q7279237,0,2024-01-07,
0,2024-01-01 00:00:00,Q4693080,0,2024-01-01,
1,2024-01-02 00:00:00,Q4693080,0,2024-01-02,
2,2024-01-03 00:00:00,Q4693080,0,2024-01-03,
3,2024-01-04 00:00:00,Q4693080,0,2024-01-04,
4,2024-01-05 00:00:00,Q4693080,0,2024-01-05,
5,2024-01-06 00:00:00,Q4693080,0,2024-01-06,
6,2024-01-07 00:00:00,Q4693080,0,2024-01-07,
0,2024-01-01 00:00:00,Q3398683,0,2024-01-01,
1,2024-01-02 00:00:00,Q3398683,0,2024-01-02,
2,2024-01-03 00:00:00,Q3398683,0,2024-01-03,
3,2024-01-04 00:00:00,Q3398683,0,2024-01-04,
4,2024-01-05 00:00:00,Q3398683,0,2024-01-05,
5,2024-01-06 00:00:00,Q3398683,0,2024-01-06,
6,2024-01-07 00:00:00,Q3398683,0,2024-01-07,
0,2024-01-01 00:00:00,Q448169,1680,2024-01-01,
1,2024-01-02 00:00:00,Q448169,1752,2024-01-02,
2,2024-01-03 00:00:00,Q448169,1297,2024-01-03,
3,2024-01-04 00:00:00,Q448169,1182,2024-01-04,
4,2024-01-05 00:00:00,Q448169,1057,2024-01-05,
5,2024-01-06 00:00:00,Q448169,1061,2024-01-06,
6,2024-01-07 00:00:00,Q448169,1260,2024-01-07,
0,2024-01-01 00:00:00,Q6795987,0,2024-01-01,
1,2024-01-02 00:00:00,Q6795987,0,2024-01-02,
2,2024-01-03 00:00:00,Q6795987,0,2024-01-03,
3,2024-01-04 00:00:00,Q6795987,0,2024-01-04,
4,2024-01-05 00:00:00,Q6795987,0,2024-01-05,
5,2024-01-06 00:00:00,Q6795987,0,2024-01-06,
6,2024-01-07 00:00:00,Q6795987,0,2024-01-07,
0,2024-01-01 00:00:00,Q5896819,0,2024-01-01,
1,2024-01-02 00:00:00,Q5896819,0,2024-01-02,
2,2024-01-03 00:00:00,Q5896819,0,2024-01-03,
3,2024-01-04 00:00:00,Q5896819,0,2024-01-04,
4,2024-01-05 00:00:00,Q5896819,0,2024-01-05,
5,2024-01-06 00:00:00,Q5896819,0,2024-01-06,
6,2024-01-07 00:00:00,Q5896819,0,2024-01-07,
0,2024-01-01 00:00:00,Q255253,0,2024-01-01,
1,2024-01-02 00:00:00,Q255253,0,2024-01-02,
2,2024-01-03 00:00:00,Q255253,0,2024-01-03,
3,2024-01-04 00:00:00,Q255253,0,2024-01-04,
4,2024-01-05 00:00:00,Q255253,0,2024-01-05,
5,2024-01-06 00:00:00,Q255253,0,2024-01-06,
6,2024-01-07 00:00:00,Q255253,0,2024-01-07,
0,2024-01-01 00:00:00,Q2607147,0,2024-01-01,
1,2024-01-02 00:00:00,Q2607147,0,2024-01-02,
2,2024-01-03 00:00:00,Q2607147,0,2024-01-03,
3,2024-01-04 00:00:00,Q2607147,0,2024-01-04,
4,2024-01-05 00:00:00,Q2607147,0,2024-01-05,
5,2024-01-06 00:00:00,Q2607147,0,2024-01-06,
6,2024-01-07 00:00:00,Q2607147,0,2024-01-07,
0,2024-01-01 00:00:00,Q3617946,0,2024-01-01,
1,2024-01-02 00:00:00,Q3617946,0,2024-01-02,
2,2024-01-03 00:00:00,Q3617946,0,2024-01-03,
3,2024-01-04 00:00:00,Q3617946,0,2024-01-04,
4,2024-01-05 00:00:00,Q3617946,0,2024-01-05,
5,2024-01-06 00:00:00,Q3617946,0,2024-01-06,
6,2024-01-07 00:00:00,Q3617946,0,2024-01-07,
0,2024-01-01 00:00:00,Q5362137,0,2024-01-01,
1,2024-01-02 00:00:00,Q5362137,0,2024-01-02,
2,2024-01-03 00:00:00,Q5362137,0,2024-01-03,
3,2024-01-04 00:00:00,Q5362137,0,2024-01-04,
4,2024-01-05 00:00:00,Q5362137,0,2024-01-05,
5,2024-01-06 00:00:00,Q5362137,0,2024-01-06,
6,2024-01-07 00:00:00,Q5362137,0,2024-01-07,
0,2024-01-01 00:00:00,Q4934495,0,2024-01-01,
1,2024-01-02 00:00:00,Q4934495,0,2024-01-02,
2,2024-01-03 00:00:00,Q4934495,0,2024-01-03,
3,2024-01-04 00:00:00,Q4934495,0,2024-01-04,
4,2024-01-05 00:00:00,Q4934495,0,2024-01-05,
5,2024-01-06 00:00:00,Q4934495,0,2024-01-06,
6,2024-01-07 00:00:00,Q4934495,0,2024-01-07,
0,2024-01-01 00:00:00,Q12760643,0,2024-01-01,
1,2024-01-02 00:00:00,Q12760643,0,2024-01-02,
2,2024-01-03 00:00:00,Q12760643,0,2024-01-03,
3,2024-01-04 00:00:00,Q12760643,0,2024-01-04,
4,2024-01-05 00:00:00,Q12760643,0,2024-01-05,
5,2024-01-06 00:00:00,Q12760643,0,2024-01-06,
6,2024-01-07 00:00:00,Q12760643,0,2024-01-07,
0,2024-01-01 00:00:00,Q440254,0,2024-01-01,
1,2024-01-02 00:00:00,Q440254,0,2024-01-02,
2,2024-01-03 00:00:00,Q440254,0,2024-01-03,
3,2024-01-04 00:00:00,Q440254,0,2024-01-04,
4,2024-01-05 00:00:00,Q440254,0,2024-01-05,
5,2024-01-06 00:00:00,Q440254,0,2024-01-06,
6,2024-01-07 00:00:00,Q440254,0,2024-01-07,
0,2024-01-01 00:00:00,Q545604,0,2024-01-01,
1,2024-01-02 00:00:00,Q545604,0,2024-01-02,
2,2024-01-03 00:00:00,Q545604,0,2024-01-03,
3,2024-01-04 00:00:00,Q545604,0,2024-01-04,
4,2024-01-05 00:00:00,Q545604,0,2024-01-05,
5,2024-01-06 00:00:00,Q545604,0,2024-01-06,
6,2024-01-07 00:00:00,Q545604,0,2024-01-07,
0,2024-01-01 00:00:00,Q12880725,0,2024-01-01,
1,2024-01-02 00:00:00,Q12880725,0,2024-01-02,
2,2024-01-03 00:00:00,Q12880725,0,2024-01-03,
3,2024-01-04 00:00:00,Q12880725,0,2024-01-04,
4,2024-01-05 00:00:00,Q12880725,0,2024-01-05,
5,2024-01-06 00:00:00,Q12880725,0,2024-01-06,
6,2024-01-07 00:00:00,Q12880725,0,2024-01-07,
0,2024-01-01 00:00:00,Q26924776,0,2024-01-01,
1,2024-01-02 00:00:00,Q26924776,0,2024-01-02,
2,2024-01-03 00:00:00,Q26924776,0,2024-01-03,
3,2024-01-04 00:00:00,Q26924776,0,2024-01-04,
4,2024-01-05 00:00:00,Q26924776,0,2024-01-05,
5,2024-01-06 00:00:00,Q26924776,0,2024-01-06,
6,2024-01-07 00:00:00,Q26924776,0,2024-01-07,
0,2024-01-01 00:00:00,Q211519,107,2024-01-01,
1,2024-01-02 00:00:00,Q211519,119,2024-01-02,
2,2024-01-03 00:00:00,Q211519,0,2024-01-03,
3,2024-01-04 00:00:00,Q211519,112,2024-01-04,
4,2024-01-05 00:00:00,Q211519,235,2024-01-05,
5,2024-01-06 00:00:00,Q211519,123,2024-01-06,
6,2024-01-07 00:00:00,Q211519,94,2024-01-07,
0,2024-01-01 00:00:00,Q5338572,0,2024-01-01,
1,2024-01-02 00:00:00,Q5338572,0,2024-01-02,
2,2024-01-03 00:00:00,Q5338572,0,2024-01-03,
3,2024-01-04 00:00:00,Q5338572,0,2024-01-04,
4,2024-01-05 00:00:00,Q5338572,0,2024-01-05,
5,2024-01-06 00:00:00,Q5338572,0,2024-01-06,
6,2024-01-07 00:00:00,Q5338572,0,2024-01-07,
0,2024-01-01 00:00:00,Q4979820,0,2024-01-01,
1,2024-01-02 00:00:00,Q4979820,0,2024-01-02,
2,2024-01-03 00:00:00,Q4979820,0,2024-01-03,
3,2024-01-04 00:00:00,Q4979820,0,2024-01-04,
4,2024-01-05 00:00:00,Q4979820,0,2024-01-05,
5,2024-01-06 00:00:00,Q4979820,0,2024-01-06,
6,2024-01-07 00:00:00,Q4979820,0,2024-01-07,
0,2024-01-01 00:00:00,Q2576969,0,2024-01-01,
1,2024-01-02 00:00:00,Q2576969,0,2024-01-02,
2,2024-01-03 00:00:00,Q2576969,0,2024-01-03,
3,2024-01-04 00:00:00,Q2576969,0,2024-01-04,
4,2024-01-05 00:00:00,Q2576969,0,2024-01-05,
5,2024-01-06 00:00:00,Q2576969,0,2024-01-06,
6,2024-01-07 00:00:00,Q2576969,0,2024-01-07,
0,2024-01-01 00:00:00,Q534399,0,2024-01-01,
1,2024-01-02 00:00:00,Q534399,0,2024-01-02,
2,2024-01-03 00:00:00,Q534399,0,2024-01-03,
3,2024-01-04 00:00:00,Q534399,0,2024-01-04,
4,2024-01-05 00:00:00,Q534399,0,2024-01-05,
5,2024-01-06 00:00:00,Q534399,0,2024-01-06,
6,2024-01-07 00:00:00,Q534399,0,2024-01-07,
0,2024-01-01 00:00:00,Q15079622,0,2024-01-01,
1,2024-01-02 00:00:00,Q15079622,0,2024-01-02,
2,2024-01-03 00:00:00,Q15079622,0,2024-01-03,
3,2024-01-04 00:00:00,Q15079622,0,2024-01-04,
4,2024-01-05 00:00:00,Q15079622,0,2024-01-05,
5,2024-01-06 00:00:00,Q15079622,0,2024-01-06,
6,2024-01-07 00:00:00,Q15079622,0,2024-01-07,
0,2024-01-01 00:00:00,Q6780609,0,2024-01-01,
1,2024-01-02 00:00:00,Q6780609,0,2024-01-02,
2,2024-01-03 00:00:00,Q6780609,0,2024-01-03,
3,2024-01-04 00:00:00,Q6780609,0,2024-01-04,
4,2024-01-05 00:00:00,Q6780609,0,2024-01-05,
5,2024-01-06 00:00:00,Q6780609,0,2024-01-06,
6,2024-01-07 00:00:00,Q6780609,0,2024-01-07,
0,2024-01-01 00:00:00,Q71372,0,2024-01-01,
1,2024-01-02 00:00:00,Q71372,0,2024-01-02,
2,2024-01-03 00:00:00,Q71372,0,2024-01-03,
3,2024-01-04 00:00:00,Q71372,0,2024-01-04,
4,2024-01-05 00:00:00,Q71372,0,2024-01-05,
5,2024-01-06 00:00:00,Q71372,0,2024-01-06,
6,2024-01-07 00:00:00,Q71372,0,2024-01-07,
0,2024-01-01 00:00:00,Q5506733,0,2024-01-01,
1,2024-01-02 00:00:00,Q5506733,0,2024-01-02,
2,2024-01-03 00:00:00,Q5506733,0,2024-01-03,
3,2024-01-04 00:00:00,Q5506733,0,2024-01-04,
4,2024-01-05 00:00:00,Q5506733,0,2024-01-05,
5,2024-01-06 00:00:00,Q5506733,0,2024-01-06,
6,2024-01-07 00:00:00,Q5506733,0,2024-01-07,
0,2024-01-01 00:00:00,Q85820,0,2024-01-01,
1,2024-01-02 00:00:00,Q85820,0,2024-01-02,
2,2024-01-03 00:00:00,Q85820,0,2024-01-03,
3,2024-01-04 00:00:00,Q85820,0,2024-01-04,
4,2024-01-05 00:00:00,Q85820,0,2024-01-05,
5,2024-01-06 00:00:00,Q85820,0,2024-01-06,
6,2024-01-07 00:00:00,Q85820,0,2024-01-07,
0,2024-01-01 00:00:00,Q277308,238,2024-01-01,
1,2024-01-02 00:00:00,Q277308,355,2024-01-02,
2,2024-01-03 00:00:00,Q277308,234,2024-01-03,
3,2024-01-04 00:00:00,Q277308,229,2024-01-04,
4,2024-01-05 00:00:00,Q277308,251,2024-01-05,
5,2024-01-06 00:00:00,Q277308,233,2024-01-06,
6,2024-01-07 00:00:00,Q277308,320,2024-01-07,
0,2024-01-01 00:00:00,Q241392,0,2024-01-01,Second-wave
1,2024-01-02 00:00:00,Q241392,0,2024-01-02,Second-wave
2,2024-01-03 00:00:00,Q241392,0,2024-01-03,Second-wave
3,2024-01-04 00:00:00,Q241392,0,2024-01-04,Second-wave
4,2024-01-05 00:00:00,Q241392,0,2024-01-05,Second-wave
5,2024-01-06 00:00:00,Q241392,0,2024-01-06,Second-wave
6,2024-01-07 00:00:00,Q241392,0,2024-01-07,Second-wave
0,2024-01-01 00:00:00,Q255463,284,2024-01-01,
1,2024-01-02 00:00:00,Q255463,301,2024-01-02,
2,2024-01-03 00:00:00,Q255463,262,2024-01-03,
3,2024-01-04 00:00:00,Q255463,223,2024-01-04,
4,2024-01-05 00:00:00,Q255463,254,2024-01-05,
5,2024-01-06 00:00:00,Q255463,224,2024-01-06,
6,2024-01-07 00:00:00,Q255463,299,2024-01-07,
0,2024-01-01 00:00:00,Q55081088,0,2024-01-01,
1,2024-01-02 00:00:00,Q55081088,0,2024-01-02,
2,2024-01-03 00:00:00,Q55081088,0,2024-01-03,
3,2024-01-04 00:00:00,Q55081088,0,2024-01-04,
4,2024-01-05 00:00:00,Q55081088,0,2024-01-05,
5,2024-01-06 00:00:00,Q55081088,0,2024-01-06,
6,2024-01-07 00:00:00,Q55081088,0,2024-01-07,
0,2024-01-01 00:00:00,Q4767080,0,2024-01-01,
1,2024-01-02 00:00:00,Q4767080,0,2024-01-02,
2,2024-01-03 00:00:00,Q4767080,0,2024-01-03,
3,2024-01-04 00:00:00,Q4767080,0,2024-01-04,
4,2024-01-05 00:00:00,Q4767080,0,2024-01-05,
5,2024-01-06 00:00:00,Q4767080,0,2024-01-06,
6,2024-01-07 00:00:00,Q4767080,0,2024-01-07,
0,2024-01-01 00:00:00,Q40909,1265,2024-01-01,First-wave
1,2024-01-02 00:00:00,Q40909,1543,2024-01-02,First-wave
2,2024-01-03 00:00:00,Q40909,1518,2024-01-03,First-wave
3,2024-01-04 00:00:00,Q40909,1387,2024-01-04,First-wave
4,2024-01-05 00:00:00,Q40909,1240,2024-01-05,First-wave
5,2024-01-06 00:00:00,Q40909,1247,2024-01-06,First-wave
6,2024-01-07 00:00:00,Q40909,1220,2024-01-07,First-wave
