,date,qid,pageviews,date_object,wave
3,2024-01-04 00:00:00,Q89520,0,2024-01-04,
4,2024-01-05 00:00:00,Q89520,0,2024-01-05,
5,2024-01-06 00:00:00,Q89520,0,2024-01-06,
6,2024-01-07 00:00:00,Q89520,0,2024-01-07,
0,2024-01-01 00:00:00,Q5338494,0,2024-01-01,
1,2024-01-02 00:00:00,Q5338494,0,2024-01-02,
2,2024-01-03 00:00:00,Q5338494,0,2024-01-03,
3,2024-01-04 00:00:00,Q5338494,0,2024-01-04,
4,2024-01-05 00:00:00,Q5338494,0,2024-01-05,
5,2024-01-06 00:00:00,Q5338494,0,2024-01-06,
6,2024-01-07 00:00:00,Q5338494,0,2024-01-07,
0,2024-01-01 00:00:00,Q4992091,0,2024-01-01,
1,2024-01-02 00:00:00,Q4992091,0,2024-01-02,
2,2024-01-03 00:00:00,Q4992091,0,2024-01-03,
3,2024-01-04 00:00:00,Q4992091,0,2024-01-04,
4,2024-01-05 00:00:00,Q4992091,0,2024-01-05,
5,2024-01-06 00:00:00,Q4992091,0,2024-01-06,
6,2024-01-07 00:00:00,Q4992091,0,2024-01-07,
0,2024-01-01 00:00:00,Q3530134,195,2024-01-01,Third-wave
1,2024-01-02 00:00:00,Q3530134,206,2024-01-02,Third-wave
2,2024-01-03 00:00:00,Q3530134,216,2024-01-03,Third-wave
3,2024-01-04 00:00:00,Q3530134,238,2024-01-04,Third-wave
4,2024-01-05 00:00:00,Q3530134,212,2024-01-05,Third-wave
5,2024-01-06 00:00:00,Q3530134,189,2024-01-06,Third-wave
6,2024-01-07 00:00:00,Q3530134,199,2024-01-07,Third-wave
0,2024-01-01 00:00:00,Q6259283,0,2024-01-01,Second-wave
1,2024-01-02 00:00:00,Q6259283,0,2024-01-02,Second-wave
2,2024-01-03 00:00:00,Q6259283,0,2024-01-03,Second-wave
3,2024-01-04 00:00:00,Q6259283,0,2024-01-04,Second-wave
4,2024-01-05 00:00:00,Q6259283,0,2024-01-05,Second-wave
5,2024-01-06 00:00:00,Q6259283,0,2024-01-06,Second-wave
6,2024-01-07 00:00:00,Q6259283,0,2024-01-07,Second-wave
0,2024-01-01 00:00:00,Q5703247,0,2024-01-01,
1,2024-01-02 00:00:00,Q5703247,0,2024-01-02,
2,2024-01-03 00:00:00,Q5703247,0,2024-01-03,
3,2024-01-04 00:00:00,Q5703247,0,2024-01-04,
4,2024-01-05 00:00:00,Q5703247,0,2024-01-05,
5,2024-01-06 00:00:00,Q5703247,0,2024-01-06,
6,2024-01-07 00:00:00,Q5703247,0,2024-01-07,
0,2024-01-01 00:00:00,Q600097,0,2024-01-01,
1,2024-01-02 00:00:00,Q600097,0,2024-01-02,
2,2024-01-03 00:00:00,Q600097,0,2024-01-03,
3,2024-01-04 00:00:00,Q600097,0,2024-01-04,
4,2024-01-05 00:00:00,Q600097,0,2024-01-05,
5,2024-01-06 00:00:00,Q600097,0,2024-01-06,
6,2024-01-07 00:00:00,Q600097,0,2024-01-07,
0,2024-01-01 00:00:00,Q6706718,0,2024-01-01,
1,2024-01-02 00:00:00,Q6706718,0,2024-01-02,
2,2024-01-03 00:00:00,Q6706718,0,2024-01-03,
3,2024-01-04 00:00:00,Q6706718,0,2024-01-04,
4,2024-01-05 00:00:00,Q6706718,0,2024-01-05,
5,2024-01-06 00:00:00,Q6706718,0,2024-01-06,
6,2024-01-07 00:00:00,Q6706718,0,2024-01-07,
0,2024-01-01 00:00:00,Q6372516,0,2024-01-01,
1,2024-01-02 00:00:00,Q6372516,0,2024-01-02,
2,2024-01-03 00:00:00,Q6372516,0,2024-01-03,
3,2024-01-04 00:00:00,Q6372516,0,2024-01-04,
4,2024-01-05 00:00:00,Q6372516,0,2024-01-05,
5,2024-01-06 00:00:00,Q6372516,0,2024-01-06,
6,2024-01-07 00:00:00,Q6372516,0,2024-01-07,
0,2024-01-01 00:00:00,Q208468,0,2024-01-01,
1,2024-01-02 00:00:00,Q208468,0,2024-01-02,
2,2024-01-03 00:00:00,Q208468,0,2024-01-03,
3,2024-01-04 00:00:00,Q208468,0,2024-01-04,
4,2024-01-05 00:00:00,Q208468,0,2024-01-05,
5,2024-01-06 00:00:00,Q208468,0,2024-01-06,
6,2024-01-07 00:00:00,Q208468,0,2024-01-07,
0,2024-01-01 00:00:00,Q3527967,0,2024-01-01,Second-wave
1,2024-01-02 00:00:00,Q3527967,0,2024-01-02,Second-wave
2,2024-01-03 00:00:00,Q3527967,0,2024-01-03,Second-wave
3,2024-01-04 00:00:00,Q3527967,0,2024-01-04,Second-wave
4,2024-01-05 00:00:00,Q3527967,0,2024-01-05,Second-wave
5,2024-01-06 00:00:00,Q3527967,0,2024-01-06,Second-wave
6,2024-01-07 00:00:00,Q3527967,0,2024-01-07,Second-wave
0,2024-01-01 00:00:00,Q1966363,0,2024-01-01,
1,2024-01-02 00:00:00,Q1966363,0,2024-01-02,
2,2024-01-03 00:00:00,Q1966363,0,2024-01-03,
3,2024-01-04 00:00:00,Q1966363,0,2024-01-04,
4,2024-01-05 00:00:00,Q1966363,0,2024-01-05,
5,2024-01-06 00:00:00,Q1966363,0,2024-01-06,
6,2024-01-07 00:00:00,Q1966363,0,2024-01-07,
0,2024-01-01 00:00:00,Q4068646,0,2024-01-01,
1,2024-01-02 00:00:00,Q4068646,0,2024-01-02,
2,2024-01-03 00:00:00,Q4068646,0,2024-01-03,
3,2024-01-04 00:00:00,Q4068646,0,2024-01-04,
4,2024-01-05 00:00:00,Q4068646,0,2024-01-05,
5,2024-01-06 00:00:00,Q4068646,0,2024-01-06,
6,2024-01-07 00:00:00,Q4068646,0,2024-01-07,
0,2024-01-01 00:00:00,Q3501088,0,2024-01-01,
1,2024-01-02 00:00:00,Q3501088,0,2024-01-02,
2,2024-01-03 00:00:00,Q3501088,0,2024-01-03,
3,2024-01-04 00:00:00,Q3501088,0,2024-01-04,
4,2024-01-05 00:00:00,Q3501088,0,2024-01-05,
5,2024-01-06 00:00:00,Q3501088,0,2024-01-06,
6,2024-01-07 00:00:00,Q3501088,0,2024-01-07,
0,2024-01-01 00:00:00,Q6170240,0,2024-01-01,
1,2024-01-02 00:00:00,Q6170240,0,2024-01-02,
2,2024-01-03 00:00:00,Q6170240,0,2024-01-03,
3,2024-01-04 00:00:00,Q6170240,0,2024-01-04,
4,2024-01-05 00:00:00,Q6170240,0,2024-01-05,
5,2024-01-06 00:00:00,Q6170240,0,2024-01-06,
6,2024-01-07 00:00:00,Q6170240,0,2024-01-07,
0,2024-01-01 00:00:00,Q13561606,0,2024-01-01,
1,2024-01-02 00:00:00,Q13561606,0,2024-01-02,
2,2024-01-03 00:00:00,Q13561606,0,2024-01-03,
3,2024-01-04 00:00:00,Q13561606,0,2024-01-04,
4,2024-01-05 00:00:00,Q13561606,0,2024-01-05,
5,2024-01-06 00:00:00,Q13561606,0,2024-01-06,
6,2024-01-07 00:00:00,Q13561606,0,2024-01-07,
0,2024-01-01 00:00:00,Q459663,0,2024-01-01,
1,2024-01-02 00:00:00,Q459663,0,2024-01-02,
2,2024-01-03 00:00:00,Q459663,0,2024-01-03,
3,2024-01-04 00:00:00,Q459663,0,2024-01-04,
4,2024-01-05 00:00:00,Q459663,0,2024-01-05,
5,2024-01-06 00:00:00,Q459663,0,2024-01-06,
6,2024-01-07 00:00:00,Q459663,0,2024-01-07,
0,2024-01-01 00:00:00,Q15437208,0,2024-01-01,
1,2024-01-02 00:00:00,Q15437208,0,2024-01-02,
2,2024-01-03 00:00:00,Q15437208,0,2024-01-03,
3,2024-01-04 00:00:00,Q15437208,0,2024-01-04,
4,2024-01-05 00:00:00,Q15437208,0,2024-01-05,
5,2024-01-06 00:00:00,Q15437208,0,2024-01-06,
6,2024-01-07 00:00:00,Q15437208,0,2024-01-07,
0,2024-01-01 00:00:00,Q7927635,0,2024-01-01,
1,2024-01-02 00:00:00,Q7927635,0,2024-01-02,
2,2024-01-03 00:00:00,Q7927635,0,2024-01-03,
3,2024-01-04 00:00:00,Q7927635,0,2024-01-04,
4,2024-01-05 00:00:00,Q7927635,0,2024-01-05,
5,2024-01-06 00:00:00,Q7927635,0,2024-01-06,
6,2024-01-07 00:00:00,Q7927635,0,2024-01-07,
0,2024-01-01 00:00:00,Q6767356,0,2024-01-01,Third-wave
1,2024-01-02 00:00:00,Q6767356,0,2024-01-02,Third-wave
2,2024-01-03 00:00:00,Q6767356,0,2024-01-03,Third-wave
3,2024-01-04 00:00:00,Q6767356,0,2024-01-04,Third-wave
4,2024-01-05 00:00:00,Q6767356,0,2024-01-05,Third-wave
5,2024-01-06 00:00:00,Q6767356,0,2024-01-06,Third-wave
6,2024-01-07 00:00:00,Q6767356,0,2024-01-07,Third-wave
0,2024-01-01 00:00:00,Q20810513,0,2024-01-01,Third-wave
1,2024-01-02 00:00:00,Q20810513,0,2024-01-02,Third-wave
2,2024-01-03 00:00:00,Q20810513,0,2024-01-03,Third-wave
3,2024-01-04 00:00:00,Q20810513,0,2024-01-04,Third-wave
4,2024-01-05 00:00:00,Q20810513,0,2024-01-05,Third-wave
5,2024-01-06 00:00:00,Q20810513,0,2024-01-06,Third-wave
6,2024-01-07 00:00:00,Q20810513,0,2024-01-07,Third-wave
0,2024-01-01 00:00:00,Q5478640,0,2024-01-01,
1,2024-01-02 00:00:00,Q5478640,0,2024-01-02,
2,2024-01-03 00:00:00,Q5478640,0,2024-01-03,
3,2024-01-04 00:00:00,Q5478640,0,2024-01-04,
4,2024-01-05 00:00:00,Q5478640,0,2024-01-05,
5,2024-01-06 00:00:00,Q5478640,0,2024-01-06,
6,2024-01-07 00:00:00,Q5478640,0,2024-01-07,
0,2024-01-01 00:00:00,Q234964,0,2024-01-01,
1,2024-01-02 00:00:00,Q234964,0,2024-01-02,
2,2024-01-03 00:00:00,Q234964,0,2024-01-03,
3,2024-01-04 00:00:00,Q234964,0,2024-01-04,
4,2024-01-05 00:00:00,Q234964,0,2024-01-05,
5,2024-01-06 00:00:00,Q234964,0,2024-01-06,
6,2024-01-07 00:00:00,Q234964,0,2024-01-07,
0,2024-01-01 00:00:00,Q7647857,0,2024-01-01,
1,2024-01-02 00:00:00,Q7647857,0,2024-01-02,
2,2024-01-03 00:00:00,Q7647857,0,2024-01-03,
3,2024-01-04 00:00:00,Q7647857,0,2024-01-04,
4,2024-01-05 00:00:00,Q7647857,0,2024-01-05,
5,2024-01-06 00:00:00,Q7647857,0,2024-01-06,
6,2024-01-07 00:00:00,Q7647857,0,2024-01-07,
0,2024-01-01 00:00:00,Q4766677,0,2024-01-01,
1,2024-01-02 00:00:00,Q4766677,0,2024-01-02,
2,2024-01-03 00:00:00,Q4766677,0,2024-01-03,
3,2024-01-04 00:00:00,Q4766677,0,2024-01-04,
4,2024-01-05 00:00:00,Q4766677,0,2024-01-05,
5,2024-01-06 00:00:00,Q4766677,0,2024-01-06,
6,2024-01-07 00:00:00,Q4766677,0,2024-01-07,
0,2024-01-01 00:00:00,Q5701866,0,2024-01-01,
1,2024-01-02 00:00:00,Q5701866,0,2024-01-02,
2,2024-01-03 00:00:00,Q5701866,0,2024-01-03,
3,2024-01-04 00:00:00,Q5701866,0,2024-01-04,
4,2024-01-05 00:00:00,Q5701866,0,2024-01-05,
5,2024-01-06 00:00:00,Q5701866,0,2024-01-06,
6,2024-01-07 00:00:00,Q5701866,0,2024-01-07,
0,2024-01-01 00:00:00,Q436667,0,2024-01-01,
1,2024-01-02 00:00:00,Q436667,0,2024-01-02,
2,2024-01-03 00:00:00,Q436667,0,2024-01-03,
3,2024-01-04 00:00:00,Q436667,0,2024-01-04,
4,2024-01-05 00:00:00,Q436667,0,2024-01-05,
5,2024-01-06 00:00:00,Q436667,0,2024-01-06,
6,2024-01-07 00:00:00,Q436667,0,2024-01-07,
0,2024-01-01 00:00:00,Q2940239,587,2024-01-01,Third-wave
1,2024-01-02 00:00:00,Q2940239,650,2024-01-02,Third-wave
2,2024-01-03 00:00:00,Q2940239,854,2024-01-03,Third-wave
3,2024-01-04 00:00:00,Q2940239,745,2024-01-04,Third-wave
4,2024-01-05 00:00:00,Q2940239,1600,2024-01-05,Third-wave
5,2024-01-06 00:00:00,Q2940239,1143,2024-01-06,Third-wave
6,2024-01-07 00:00:00,Q2940239,790,2024-01-07,Third-wave
0,2024-01-01 00:00:00,Q16029242,0,2024-01-01,
1,2024-01-02 00:00:00,Q16029242,0,2024-01-02,
2,2024-01-03 00:00:00,Q16029242,0,2024-01-03,
3,2024-01-04 00:00:00,Q16029242,0,2024-01-04,
4,2024-01-05 00:00:00,Q16029242,0,2024-01-05,
5,2024-01-06 00:00:00,Q16029242,0,2024-01-06,
6,2024-01-07 00:00:00,Q16029242,0,2024-01-07,
0,2024-01-01 00:00:00,Q1331228,0,2024-01-01,
1,2024-01-02 00:00:00,Q1331228,156,2024-01-02,
2,2024-01-03 00:00:00,Q1331228,124,2024-01-03,
3,2024-01-04 00:00:00,Q1331228,0,2024-01-04,
4,2024-01-05 00:00:00,Q1331228,0,2024-01-05,
5,2024-01-06 00:00:00,Q1331228,131,2024-01-06,
6,2024-01-07 00:00:00,Q1331228,98,2024-01-07,
0,2024-01-01 00:00:00,Q3530114,0,2024-01-01,
1,2024-01-02 00:00:00,Q3530114,0,2024-01-02,
2,2024-01-03 00:00:00,Q3530114,0,2024-01-03,
3,2024-01-04 00:00:00,Q3530114,0,2024-01-04,
4,2024-01-05 00:00:00,Q3530114,0,2024-01-05,
5,2024-01-06 00:00:00,Q3530114,0,2024-01-06,
6,2024-01-07 00:00:00,Q3530114,0,2024-01-07,
0,2024-01-01 00:00:00,Q13562261,0,2024-01-01,
1,2024-01-02 00:00:00,Q13562261,0,2024-01-02,
2,2024-01-03 00:00:00,Q13562261,0,2024-01-03,
3,2024-01-04 00:00:00,Q13562261,0,2024-01-04,
4,2024-01-05 00:00:00,Q13562261,0,2024-01-05,
5,2024-01-06 00:00:00,Q13562261,0,2024-01-06,
6,2024-01-07 00:00:00,Q13562261,0,2024-01-07,
0,2024-01-01 00:00:00,Q443207,176,2024-01-01,Third-wave
1,2024-01-02 00:00:00,Q443207,145,2024-01-02,Third-wave
2,2024-01-03 00:00:00,Q443207,159,2024-01-03,Third-wave
3,2024-01-04 00:00:00,Q443207,211,2024-01-04,Third-wave
4,2024-01-05 00:00:00,Q443207,190,2024-01-05,Third-wave
5,2024-01-06 00:00:00,Q443207,194,2024-01-06,Third-wave
6,2024-01-07 00:00:00,Q443207,128,2024-01-07,Third-wave
0,2024-01-01 00:00:00,Q241398,289,2024-01-01,
1,2024-01-02 00:00:00,Q241398,176,2024-01-02,
2,2024-01-03 00:00:00,Q241398,228,2024-01-03,
3,2024-01-04 00:00:00,Q241398,223,2024-01-04,
4,2024-01-05 00:00:00,Q241398,197,2024-01-05,
5,2024-01-06 00:00:00,Q241398,143,2024-01-06,
6,2024-01-07 00:00:00,Q241398,163,2024-01-07,
0,2024-01-01 00:00:00,Q6765125,0,2024-01-01,
1,2024-01-02 00:00:00,Q6765125,0,2024-01-02,
2,2024-01-03 00:00:00,Q6765125,0,2024-01-03,
3,2024-01-04 00:00:00,Q6765125,0,2024-01-04,
4,2024-01-05 00:00:00,Q6765125,0,2024-01-05,
5,2024-01-06 00:00:00,Q6765125,0,2024-01-06,
6,2024-01-07 00:00:00,Q6765125,0,2024-01-07,
0,2024-01-01 00:00:00,Q19526,1040,2024-01-01,
1,2024-01-02 00:00:00,Q19526,1114,2024-01-02,
2,2024-01-03 00:00:00,Q19526,1411,2024-01-03,
3,2024-01-04 00:00:00,Q19526,1472,2024-01-04,
4,2024-01-05 00:00:00,Q19526,1342,2024-01-05,
5,2024-01-06 00:00:00,Q19526,1345,2024-01-06,
6,2024-01-07 00:00:00,Q19526,1480,2024-01-07,
0,2024-01-01 00:00:00,Q105180,344,2024-01-01,First-wave
1,2024-01-02 00:00:00,Q105180,421,2024-01-02,First-wave
2,2024-01-03 00:00:00,Q105180,4990,2024-01-03,First-wave
3,2024-01-04 00:00:00,Q105180,1273,2024-01-04,First-wave
4,2024-01-05 00:00:00,Q105180,846,2024-01-05,First-wave
5,2024-01-06 00:00:00,Q105180,636,2024-01-06,First-wave
6,2024-01-07 00:00:00,Q105180,636,2024-01-07,First-wave
0,2024-01-01 00:00:00,Q6152288,0,2024-01-01,
1,2024-01-02 00:00:00,Q6152288,0,2024-01-02,
2,2024-01-03 00:00:00,Q6152288,0,2024-01-03,
3,2024-01-04 00:00:00,Q6152288,0,2024-01-04,
4,2024-01-05 00:00:00,Q6152288,0,2024-01-05,
5,2024-01-06 00:00:00,Q6152288,0,2024-01-06,
6,2024-01-07 00:00:00,Q6152288,0,2024-01-07,
0,2024-01-01 00:00:00,Q4981979,0,2024-01-01,
1,2024-01-02 00:00:00,Q4981979,0,2024-01-02,
2,2024-01-03 00:00:00,Q4981979,0,2024-01-03,
3,2024-01-04 00:00:00,Q4981979,0,2024-01-04,
4,2024-01-05 00:00:00,Q4981979,0,2024-01-05,
5,2024-01-06 00:00:00,Q4981979,0,2024-01-06,
6,2024-01-07 00:00:00,Q4981979,0,2024-01-07,
0,2024-01-01 00:00:00,Q62931,0,2024-01-01,
1,2024-01-02 00:00:00,Q62931,0,2024-01-02,
2,2024-01-03 00:00:00,Q62931,0,2024-01-03,
3,2024-01-04 00:00:00,Q62931,0,2024-01-04,
4,2024-01-05 00:00:00,Q62931,0,2024-01-05,
5,2024-01-06 00:00:00,Q62931,0,2024-01-06,
6,2024-01-07 00:00:00,Q62931,0,2024-01-07,
0,2024-01-01 00:00:00,Q4739686,0,2024-01-01,
1,2024-01-02 00:00:00,Q4739686,0,2024-01-02,
2,2024-01-03 00:00:00,Q4739686,0,2024-01-03,
3,2024-01-04 00:00:00,Q4739686,0,2024-01-04,
4,2024-01-05 00:00:00,Q4739686,0,2024-01-05,
5,2024-01-06 00:00:00,Q4739686,0,2024-01-06,
6,2024-01-07 00:00:00,Q4739686,0,2024-01-07,
0,2024-01-01 00:00:00,Q3634688,0,2024-01-01,
1,2024-01-02 00:00:00,Q3634688,0,2024-01-02,
2,2024-01-03 00:00:00,Q3634688,0,2024-01-03,
3,2024-01-04 00:00:00,Q3634688,0,2024-01-04,
4,2024-01-05 00:00:00,Q3634688,0,2024-01-05,
5,2024-01-06 00:00:00,Q3634688,0,2024-01-06,
6,2024-01-07 00:00:00,Q3634688,0,2024-01-07,
0,2024-01-01 00:00:00,Q6698323,0,2024-01-01,
1,2024-01-02 00:00:00,Q6698323,0,2024-01-02,
2,2024-01-03 00:00:00,Q6698323,0,2024-01-03,
3,2024-01-04 00:00:00,Q6698323,0,2024-01-04,
4,2024-01-05 00:00:00,Q6698323,0,2024-01-05,
5,2024-01-06 00:00:00,Q6698323,0,2024-01-06,
6,2024-01-07 00:00:00,Q6698323,0,2024-01-07,
0,2024-01-01 00:00:00,Q4691673,0,2024-01-01,
1,2024-01-02 00:00:00,Q4691673,0,2024-01-02,
2,2024-01-03 00:00:00,Q4691673,0,2024-01-03,
3,2024-01-04 00:00:00,Q4691673,0,2024-01-04,
4,2024-01-05 00:00:00,Q4691673,0,2024-01-05,
5,2024-01-06 00:00:00,Q4691673,0,2024-01-06,
6,2024-01-07 00:00:00,Q4691673,0,2024-01-07,
0,2024-01-01 00:00:00,Q236606,314,2024-01-01,
1,2024-01-02 00:00:00,Q236606,360,2024-01-02,
2,2024-01-03 00:00:00,Q236606,410,2024-01-03,
3,2024-01-04 00:00:00,Q236606,381,2024-01-04,
4,2024-01-05 00:00:00,Q236606,358,2024-01-05,
5,2024-01-06 00:00:00,Q236606,369,2024-01-06,
6,2024-01-07 00:00:00,Q236606,336,2024-01-07,
0,2024-01-01 00:00:00,Q6294,2407,2024-01-01,
1,2024-01-02 00:00:00,Q6294,2704,2024-01-02,
2,2024-01-03 00:00:00,Q6294,2577,2024-01-03,
3,2024-01-04 00:00:00,Q6294,4882,2024-01-04,
4,2024-01-05 00:00:00,Q6294,4076,2024-01-05,
5,2024-01-06 00:00:00,Q6294,3377,2024-01-06,
6,2024-01-07 00:00:00,Q6294,3026,2024-01-07,
0,2024-01-01 00:00:00,Q237045,0,2024-01-01,
1,2024-01-02 00:00:00,Q237045,0,2024-01-02,
2,2024-01-03 00:00:00,Q237045,0,2024-01-03,
3,2024-01-04 00:00:00,Q237045,0,2024-01-04,
4,2024-01-05 00:00:00,Q237045,0,2024-01-05,
5,2024-01-06 00:00:00,Q237045,0,2024-01-06,
6,2024-01-07 00:00:00,Q237045,0,2024-01-07,
0,2024-01-01 00:00:00,Q299627,0,2024-01-01,
1,2024-01-02 00:00:00,Q299627,0,2024-01-02,
2,2024-01-03 00:00:00,Q299627,0,2024-01-03,
3,2024-01-04 00:00:00,Q299627,0,2024-01-04,
4,2024-01-05 00:00:00,Q299627,0,2024-01-05,
5,2024-01-06 00:00:00,Q299627,0,2024-01-06,
6,2024-01-07 00:00:00,Q299627,0,2024-01-07,
0,2024-01-01 00:00:00,Q3012704,0,2024-01-01,
1,2024-01-02 00:00:00,Q3012704,91,2024-01-02,
2,2024-01-03 00:00:00,Q3012704,0,2024-01-03,
3,2024-01-04 00:00:00,Q3012704,0,2024-01-04,
4,2024-01-05 00:00:00,Q3012704,0,2024-01-05,
5,2024-01-06 00:00:00,Q3012704,0,2024-01-06,
6,2024-01-07 00:00:00,Q3012704,0,2024-01-07,
0,2024-01-01 00:00:00,Q5864901,0,2024-01-01,
1,2024-01-02 00:00:00,Q5864901,0,2024-01-02,
2,2024-01-03 00:00:00,Q5864901,0,2024-01-03,
3,2024-01-04 00:00:00,Q5864901,0,2024-01-04,
4,2024-01-05 00:00:00,Q5864901,0,2024-01-05,
5,2024-01-06 00:00:00,Q5864901,0,2024-01-06,
6,2024-01-07 00:00:00,Q5864901,0,2024-01-07,
0,2024-01-01 00:00:00,Q16980156,0,2024-01-01,
1,2024-01-02 00:00:00,Q16980156,0,2024-01-02,
2,2024-01-03 00:00:00,Q16980156,0,2024-01-03,
3,2024-01-04 00:00:00,Q16980156,0,2024-01-04,
4,2024-01-05 00:00:00,Q16980156,0,2024-01-05,
5,2024-01-06 00:00:00,Q16980156,0,2024-01-06,
6,2024-01-07 00:00:00,Q16980156,0,2024-01-07,
0,2024-01-01 00:00:00,Q7416060,0,2024-01-01,
1,2024-01-02 00:00:00,Q7416060,0,2024-01-02,
2,2024-01-03 00:00:00,Q7416060,0,2024-01-03,
3,2024-01-04 00:00:00,Q7416060,0,2024-01-04,
4,2024-01-05 00:00:00,Q7416060,0,2024-01-05,
5,2024-01-06 00:00:00,Q7416060,0,2024-01-06,
6,2024-01-07 00:00:00,Q7416060,0,2024-01-07,
0,2024-01-01 00:00:00,Q254068,0,2024-01-01,
1,2024-01-02 00:00:00,Q254068,0,2024-01-02,
2,2024-01-03 00:00:00,Q254068,0,2024-01-03,
3,2024-01-04 00:00:00,Q254068,0,2024-01-04,
4,2024-01-05 00:00:00,Q254068,0,2024-01-05,
5,2024-01-06 00:00:00,Q254068,0,2024-01-06,
6,2024-01-07 00:00:00,Q254068,0,2024-01-07,
0,2024-01-01 00:00:00,Q465335,99,2024-01-01,
1,2024-01-02 00:00:00,Q465335,143,2024-01-02,
2,2024-01-03 00:00:00,Q465335,251,2024-01-03,
3,2024-01-04 00:00:00,Q465335,280,2024-01-04,
4,2024-01-05 00:00:00,Q465335,291,2024-01-05,
5,2024-01-06 00:00:00,Q465335,169,2024-01-06,
6,2024-01-07 00:00:00,Q465335,240,2024-01-07,
0,2024-01-01 00:00:00,Q4820193,0,2024-01-01,
1,2024-01-02 00:00:00,Q4820193,0,2024-01-02,
2,2024-01-03 00:00:00,Q4820193,0,2024-01-03,
3,2024-01-04 00:00:00,Q4820193,0,2024-01-04,
4,2024-01-05 00:00:00,Q4820193,0,2024-01-05,
5,2024-01-06 00:00:00,Q4820193,0,2024-01-06,
6,2024-01-07 00:00:00,Q4820193,0,2024-01-07,
0,2024-01-01 00:00:00,Q231886,0,2024-01-01,
1,2024-01-02 00:00:00,Q231886,90,2024-01-02,
2,2024-01-03 00:00:00,Q231886,0,2024-01-03,
3,2024-01-04 00:00:00,Q231886,0,2024-01-04,
4,2024-01-05 00:00:00,Q231886,0,2024-01-05,
5,2024-01-06 00:00:00,Q231886,0,2024-01-06,
6,2024-01-07 00:00:00,Q231886,0,2024-01-07,
0,2024-01-01 00:00:00,Q269863,0,2024-01-01,
1,2024-01-02 00:00:00,Q269863,0,2024-01-02,
2,2024-01-03 00:00:00,Q269863,0,2024-01-03,
3,2024-01-04 00:00:00,Q269863,0,2024-01-04,
4,2024-01-05 00:00:00,Q269863,0,2024-01-05,
5,2024-01-06 00:00:00,Q269863,0,2024-01-06,
6,2024-01-07 00:00:00,Q269863,0,2024-01-07,
0,2024-01-01 00:00:00,Q433576,179,2024-01-01,Third-wave
1,2024-01-02 00:00:00,Q433576,198,2024-01-02,Third-wave
2,2024-01-03 00:00:00,Q433576,157,2024-01-03,Third-wave
3,2024-01-04 00:00:00,Q433576,122,2024-01-04,Third-wave
4,2024-01-05 00:00:00,Q433576,148,2024-01-05,Third-wave
5,2024-01-06 00:00:00,Q433576,132,2024-01-06,Third-wave
6,2024-01-07 00:00:00,Q433576,127,2024-01-07,Third-wave
0,2024-01-01 00:00:00,Q151180,0,2024-01-01,
1,2024-01-02 00:00:00,Q151180,0,2024-01-02,
2,2024-01-03 00:00:00,Q151180,0,2024-01-03,
3,2024-01-04 00:00:00,Q151180,0,2024-01-04,
4,2024-01-05 00:00:00,Q151180,0,2024-01-05,
5,2024-01-06 00:00:00,Q151180,0,2024-01-06,
6,2024-01-07 00:00:00,Q151180,0,2024-01-07,
0,2024-01-01 00:00:00,Q6960913,0,2024-01-01,
1,2024-01-02 00:00:00,Q6960913,0,2024-01-02,
2,2024-01-03 00:00:00,Q6960913,0,2024-01-03,
3,2024-01-04 00:00:00,Q6960913,0,2024-01-04,
4,2024-01-05 00:00:00,Q6960913,0,2024-01-05,
5,2024-01-06 00:00:00,Q6960913,0,2024-01-06,
6,2024-01-07 00:00:00,Q6960913,0,2024-01-07,
0,2024-01-01 00:00:00,Q242332,0,2024-01-01,
1,2024-01-02 00:00:00,Q242332,0,2024-01-02,
2,2024-01-03 00:00:00,Q242332,0,2024-01-03,
3,2024-01-04 00:00:00,Q242332,0,2024-01-04,
4,2024-01-05 00:00:00,Q242332,0,2024-01-05,
5,2024-01-06 00:00:00,Q242332,0,2024-01-06,
6,2024-01-07 00:00:00,Q242332,0,2024-01-07,
0,2024-01-01 00:00:00,Q462002,0,2024-01-01,
1,2024-01-02 00:00:00,Q462002,0,2024-01-02,
2,2024-01-03 00:00:00,Q462002,0,2024-01-03,
3,2024-01-04 00:00:00,Q462002,0,2024-01-04,
4,2024-01-05 00:00:00,Q462002,0,2024-01-05,
5,2024-01-06 00:00:00,Q462002,0,2024-01-06,
6,2024-01-07 00:00:00,Q462002,0,2024-01-07,
0,2024-01-01 00:00:00,Q3119366,0,2024-01-01,
1,2024-01-02 00:00:00,Q3119366,0,2024-01-02,
2,2024-01-03 00:00:00,Q3119366,0,2024-01-03,
3,2024-01-04 00:00:00,Q3119366,0,2024-01-04,
4,2024-01-05 00:00:00,Q3119366,0,2024-01-05,
5,2024-01-06 00:00:00,Q3119366,0,2024-01-06,
6,2024-01-07 00:00:00,Q3119366,0,2024-01-07,
0,2024-01-01 00:00:00,Q4894592,0,2024-01-01,Second-wave
1,2024-01-02 00:00:00,Q4894592,0,2024-01-02,Second-wave
2,2024-01-03 00:00:00,Q4894592,0,2024-01-03,Second-wave
3,2024-01-04 00:00:00,Q4894592,0,2024-01-04,Second-wave
4,2024-01-05 00:00:00,Q4894592,0,2024-01-05,Second-wave
5,2024-01-06 00:00:00,Q4894592,0,2024-01-06,Second-wave
